"ISIN","year","cogs","curr_rat","stlt_lia"
"DK0060907293","2018",4474660,1.68,58239
"DK0060907293","2019",4011267,1.55,216627
"DK0060907293","2020",3448531,1.01,950047
"DK0060946788","2008",340956,1.6,99525
"DK0060946788","2009",388101,1.67,81227
"DK0060946788","2010",401206,1.82,89002
"DK0060946788","2011",411245,1.91,100797
"DK0060946788","2012",443532,2.28,74414
"DK0060946788","2013",630000,1.89,22000
"DK0060946788","2014",698000,1.87,123000
"DK0060946788","2015",877000,1.88,79000
"DK0060946788","2016",931000,1.94,65000
"DK0060946788","2017",994000,0.74,703000
"DK0060946788","2018",1028000,2.08,4000
"DK0060946788","2019",1152000,1.15,4000
"DK0060946788","2020",1319000,1.19,57000
"DK0060952919","2008",NA,NA,NA
"DK0060952919","2009",NA,NA,NA
"DK0060952919","2010",NA,NA,NA
"DK0060952919","2011",NA,NA,NA
"DK0060952919","2012",NA,NA,NA
"DK0060952919","2013",NA,NA,NA
"DK0060952919","2014",136851,2.1,5176
"DK0060952919","2015",138154,2.37,0
"DK0060952919","2016",157748,1.54,27973
"DK0060952919","2017",792356,1.86,13610
"DK0060952919","2018",1225164,2.02,29325
"DK0060952919","2019",1444952,1.91,39359
"DK0060952919","2020",1629224,2.45,35392
"DK0061135753","2008",NA,NA,NA
"DK0061135753","2009",NA,NA,NA
"DK0061135753","2010",NA,NA,NA
"DK0061135753","2011",NA,NA,NA
"DK0061135753","2012",NA,NA,NA
"DK0061135753","2013",NA,NA,NA
"DK0061135753","2014",NA,NA,NA
"DK0061135753","2015",NA,NA,NA
"DK0061135753","2016",5570164,12.57,98689
"DK0061135753","2017",4505679,1.96,10126576
"DK0061135753","2018",4643512,1.73,618530
"DK0061135753","2019",4742182,1.45,906183
"DK0061135753","2020",4709934,1.2,828662
"DK0061277894","2008",3663000,1.72,635000
"DK0061277894","2009",4663000,2,475000
"DK0061277894","2010",2672000,2.24,354000
"DK0061277894","2011",4291000,1.53,764000
"DK0061277894","2012",5656000,1.39,1076000
"DK0061277894","2013",1295000,1.15,308000
"DK0061277894","2014",1606000,1.01,223000
"DK0061277894","2015",1803688,1.31,12684
"DK0061277894","2016",1646403,1.34,92948
"DK0061277894","2017",1480271,1.09,212042
"DK0061277894","2018",1050274,0.91,277756
"DK0061277894","2019",4479,6.6,0
"DK0061277894","2020",0,16.4,0
"DK0061412855","2008",NA,NA,NA
"DK0061412855","2009",NA,NA,NA
"DK0061412855","2010",NA,NA,NA
"DK0061412855","2011",NA,NA,NA
"DK0061412855","2012",NA,NA,NA
"DK0061412855","2013",NA,NA,NA
"DK0061412855","2014",NA,NA,NA
"DK0061412855","2015",NA,NA,NA
"DK0061412855","2016",NA,NA,NA
"DK0061412855","2017",685293,1.32,530276
"DK0061412855","2018",959789,1.25,746137
"DK0061412855","2019",1461274,1.17,1031162
"DK0061412855","2020",1182475,1.54,21011
"DK0061539921","2008",35539320,1.09,812344
"DK0061539921","2009",37773051,1.6,89364
"DK0061539921","2010",41718127,1.25,29837
"DK0061539921","2011",36874078,1.03,44644
"DK0061539921","2012",46373846,1.18,2185094
"DK0061539921","2013",37684567,1.06,29824
"DK0061539921","2014",41665792,1.08,4495294
"DK0061539921","2015",50612165,1.24,0
"DK0061539921","2016",59060602,1.24,0
"DK0061539921","2017",57938866,1.23,0
"DK0061539921","2018",61853624,1.16,0
"DK0061539921","2019",75678787,1.12,1187711
"DK0061539921","2020",96874874,1.09,3623124
"ES0105015012","2008",NA,NA,NA
"ES0105015012","2009",NA,NA,NA
"ES0105015012","2010",NA,NA,NA
"ES0105015012","2011",NA,NA,NA
"ES0105015012","2012",NA,NA,NA
"ES0105015012","2013",NA,NA,NA
"ES0105015012","2014",6828,NA,156
"ES0105015012","2015",19710,NA,9097
"ES0105015012","2016",45507,NA,11359
"ES0105015012","2017",34535,NA,9062
"ES0105015012","2018",53829,NA,9943
"ES0105015012","2019",23405,NA,44609
"ES0105015012","2020",21338,NA,44075
"ES0105022000","2008",NA,NA,NA
"ES0105022000","2009",NA,NA,NA
"ES0105022000","2010",NA,NA,NA
"ES0105022000","2011",71911,1.57,67585
"ES0105022000","2012",101083,1.7,33929
"ES0105022000","2013",244415,1.67,37671
"ES0105022000","2014",247668,1.7,36872
"ES0105022000","2015",235934,1.6,52504
"ES0105022000","2016",216974,1.66,27086
"ES0105022000","2017",180926,1.54,29385
"ES0105022000","2018",159242,1.66,7860
"ES0105022000","2019",156517,1.34,103035
"ES0105022000","2020",149682,1.2,81961
"ES0105025003","2008",NA,NA,NA
"ES0105025003","2009",NA,NA,NA
"ES0105025003","2010",NA,NA,NA
"ES0105025003","2011",NA,NA,NA
"ES0105025003","2012",NA,NA,NA
"ES0105025003","2013",0,NA,46477
"ES0105025003","2014",3079,NA,10809
"ES0105025003","2015",10236,NA,1710025
"ES0105025003","2016",19744,NA,61856
"ES0105025003","2017",35564,NA,178198
"ES0105025003","2018",41749,NA,76809
"ES0105025003","2019",47780,NA,52957
"ES0105025003","2020",45454,NA,49552
"ES0105027009","2008",NA,NA,NA
"ES0105027009","2009",NA,NA,NA
"ES0105027009","2010",NA,NA,NA
"ES0105027009","2011",4943506,0.89,5857
"ES0105027009","2012",4802309,0.9,5327
"ES0105027009","2013",8851304,0.82,3729
"ES0105027009","2014",8469910,0.81,2623
"ES0105027009","2015",8460714,0.82,7
"ES0105027009","2016",8593853,0.84,33627
"ES0105027009","2017",8443546,0.85,34371
"ES0105027009","2018",8358187,0.86,32850
"ES0105027009","2019",8999094,0.87,37551
"ES0105027009","2020",9400494,0.88,77386
"ES0105046009","2008",NA,NA,NA
"ES0105046009","2009",NA,NA,NA
"ES0105046009","2010",NA,NA,NA
"ES0105046009","2011",200866,0.18,1074600
"ES0105046009","2012",187530,0.21,1052112
"ES0105046009","2013",190496,0.33,1099823
"ES0105046009","2014",176100,0.43,1113432
"ES0105046009","2015",176756,0.59,1164214
"ES0105046009","2016",175751,0.66,853199
"ES0105046009","2017",169425,0.82,705439
"ES0105046009","2018",172575,0.74,701717
"ES0105046009","2019",179070,0.36,1210045
"ES0105046009","2020",148702,1.2,1111944
"ES0105066007","2008",NA,NA,NA
"ES0105066007","2009",NA,NA,NA
"ES0105066007","2010",NA,NA,NA
"ES0105066007","2011",0,1.77,4655
"ES0105066007","2012",0,1.68,3618
"ES0105066007","2013",0,1.2,1930
"ES0105066007","2014",0,1.26,3609
"ES0105066007","2015",0,1.1,8557
"ES0105066007","2016",0,1.84,15706
"ES0105066007","2017",0,1.58,31805
"ES0105066007","2018",0,1.28,205103
"ES0105066007","2019",0,4.12,254247
"ES0105066007","2020",0,4.82,359869
"ES0105200416","2008",3625407,1.01,499613
"ES0105200416","2009",3597636,0.87,866547
"ES0105200416","2010",4598776,1,1196624
"ES0105200416","2011",5878161,1.01,1314306
"ES0105200416","2012",6031329,0.86,1180652
"ES0105200416","2013",5487394,0.84,1504063
"ES0105200416","2014",5760559,0.99,2375861
"ES0105200416","2015",5479967,0.46,8763143
"ES0105200416","2016",3593220,0.48,9401063
"ES0105200416","2017",1475452,0.85,2129282
"ES0105200416","2018",1177939,0.42,4432170
"ES0105200416","2019",1468917,0.36,4493096
"ES0105200416","2020",1096656,0.3,4529087
"ES0105223004","2008",NA,NA,NA
"ES0105223004","2009",NA,NA,NA
"ES0105223004","2010",NA,NA,NA
"ES0105223004","2011",NA,NA,NA
"ES0105223004","2012",3836059,1.1,568518
"ES0105223004","2013",3816799,1.38,412089
"ES0105223004","2014",4139517,1.32,355491
"ES0105223004","2015",4638807,1.18,322917
"ES0105223004","2016",4851352,1.06,454372
"ES0105223004","2017",5332529,1.22,577610
"ES0105223004","2018",5513461,1.29,284277
"ES0105223004","2019",5910947,1.32,243175
"ES0105223004","2020",4907069,1.33,893923
"ES0105229001","2008",NA,NA,NA
"ES0105229001","2009",NA,NA,NA
"ES0105229001","2010",NA,NA,NA
"ES0105229001","2011",NA,NA,NA
"ES0105229001","2012",NA,NA,NA
"ES0105229001","2013",NA,NA,NA
"ES0105229001","2014",1065234,1.6,90470
"ES0105229001","2015",1082505,1.33,148705
"ES0105229001","2016",1066754,1.16,87315
"ES0105229001","2017",1194157,1.48,77530
"ES0105229001","2018",1091748,1.28,124984
"ES0105229001","2019",1116900,1.07,233027
"ES0105229001","2020",966349,1.13,201694
"ES0105385001","2008",NA,NA,NA
"ES0105385001","2009",NA,NA,NA
"ES0105385001","2010",NA,NA,NA
"ES0105385001","2011",NA,NA,NA
"ES0105385001","2012",NA,NA,NA
"ES0105385001","2013",NA,NA,NA
"ES0105385001","2014",NA,NA,NA
"ES0105385001","2015",816,1.32,109157
"ES0105385001","2016",124109,3.98,359
"ES0105385001","2017",4613,1.38,88843
"ES0105385001","2018",7811,3.9,12535
"ES0105385001","2019",51316,0.92,80984
"ES0105385001","2020",82875,1.83,27787
"ES0105630315","2008",1184599,0.85,212134
"ES0105630315","2009",996254,0.68,312908
"ES0105630315","2010",1360466,0.73,397458
"ES0105630315","2011",1484299,1.07,359793
"ES0105630315","2012",1325537,1.13,281322
"ES0105630315","2013",1411254,0.97,332743
"ES0105630315","2014",1792459,0.96,254180
"ES0105630315","2015",2096496,0.84,172489
"ES0105630315","2016",2271053,0.93,215084
"ES0105630315","2017",2944504,0.86,242642
"ES0105630315","2018",2401567,0.94,282312
"ES0105630315","2019",2686512,0.84,556702
"ES0105630315","2020",2276151,0.81,615118
"ES0109067019","2008",1952918,0.98,290939
"ES0109067019","2009",591948,1.18,251297
"ES0109067019","2010",653313,1.16,183281
"ES0109067019","2011",678322,0.82,200402
"ES0109067019","2012",747178,0.64,332123
"ES0109067019","2013",734574,0.75,250222
"ES0109067019","2014",879725,0.56,294736
"ES0109067019","2015",1044062,0.6,1033840
"ES0109067019","2016",1150000,0.47,967000
"ES0109067019","2017",1291000,0.54,394000
"ES0109067019","2018",1206900,0.51,981400
"ES0109067019","2019",1429500,0.49,1239900
"ES0109067019","2020",276600,1.3,1292800
"ES0109427734","2008",520643,0.78,189183
"ES0109427734","2009",486320,0.81,168051
"ES0109427734","2010",465040,0.9,99903
"ES0109427734","2011",497767,0.9,86204
"ES0109427734","2012",387579,0.65,136705
"ES0109427734","2013",431659,0.99,5696
"ES0109427734","2014",432587,1.01,37575
"ES0109427734","2015",556044,1.08,31323
"ES0109427734","2016",558726,1.06,75945
"ES0109427734","2017",573634,1.06,73232
"ES0109427734","2018",591281,1.26,15073
"ES0109427734","2019",563925,1.44,13256
"ES0109427734","2020",481747,1.54,40133
"ES0112501012","2008",2085682,1.13,378432
"ES0112501012","2009",1878075,1.51,235281
"ES0112501012","2010",1428181,1.93,219441
"ES0112501012","2011",1530051,1.56,209171
"ES0112501012","2012",1739542,1.6,235565
"ES0112501012","2013",1667307,1.58,205387
"ES0112501012","2014",1831982,1.44,315025
"ES0112501012","2015",2143277,1.74,197568
"ES0112501012","2016",2106374,1.86,239984
"ES0112501012","2017",2136693,1.68,308216
"ES0112501012","2018",2329196,1.55,342656
"ES0112501012","2019",2457641,1.55,424929
