"","X.1","Country","year","ISIN","X","scope1","scope2","scope3","scope_total","CURRENCY","Rev","Emp","TA","NPPE","INTAN","Debt_comm_eq","Capex","PPEG","Dprc","Accr","S_pillar","E_pillar","G_pillar","NCFOA","Debt_TotCap","GMAR","OIBD","OI","NS_WC","iso","FuelInten","Income.group","CO2_imp","ggroup","gind","gsector","gsubind","naics","naicsh"
"4741",4741,"POLAND",2010,"PLLOTOS00025",5377,NA,NA,NA,1607000,"PZ",19680533,4976,17576128,10387482,141513,88.48,3331245,12555988,377751,-6969,33.87,53.21,37.2,794319,46.89,10.76,1220503,830602,11.63,"PL","  25.5","High income","National",1010,101020,10,10102030,324110,324110
"4742",4742,"POLAND",2011,"PLPKN0000018",5415,NA,NA,NA,13573240,"PZ",106973074,22380,58331952,26578651,1323044,53.38,3724370,54962646,2379948,NA,41.82,43.36,72.54,524277,32.81,8.02,5578533,3198585,10.37,"PL","  25.4","High income","National",1010,101020,10,10102030,324110,324110
"4743",4743,"POLAND",2011,"PLPGER000010",5394,NA,NA,NA,59793100,"PZ",28111354,44317,58466244,42974819,216921,5,4522439,59416023,2710556,-648806,16.83,16.69,49.14,7100397,4.68,26.4,7394352,4683796,7.13,"PL","  25.4","High income","National",5510,551010,55,55101010,2211,2211
"4744",4744,"POLAND",2010,"PLKGHM000017",5363,NA,NA,NA,3425230,"PZ",17292590,30928,20584376,8553634,523874,1.84,1465749,17848773,843938,NA,49.88,69.11,39.31,5793900,1.78,44.41,7486699,6642761,3.23,"PL","  25.5","High income","National",1510,151040,15,15104025,212230,212234
"4745",4745,"POLAND",2010,"PLPBG0000029",5391,1951.89,909,NA,2860.89,"PZ",2740311,3216,4754962,665388,388522,90.25,119100,797065,40733,NA,16.43,20.38,54.58,417876,44.17,12.67,251184,204471,2.25,"PL","  25.5","High income","National",2010,201030,20,20103010,237,238
"4746",4746,"POLAND",2011,"PLBIG0000016",5299,NA,NA,NA,39659,"PZ",3604537,6289,50724283,212347,32267,112.79,33187,NA,55894,NA,33.38,61.59,53.43,1476680,53,NA,653900,589067,NA,"PL","  25.4","High income","National",NA,NA,NA,NA,NA,NA
"4747",4747,"POLAND",2011,"PLKGHM000017",5364,NA,NA,NA,3561180,"PZ",22107230,31183,30281543,9045777,613994,1.29,1401111,17605681,910800,NA,50.2,66.25,44.98,9373086,1.26,47.45,10187623,9352710,1.56,"PL","  25.4","High income","National",1510,151040,15,15104025,212230,212234
"4748",4748,"POLAND",2011,"PLTAURN00011",5438,NA,NA,NA,24669200,"PZ",20755222,27504,28381566,21911047,988950,28.94,1518088,28052667,1374485,NA,1.13,3.08,65.51,2170198,21.83,12.5,3044539,1632992,66.2,"PL","  25.4","High income","National",5510,551010,55,55101010,2211,2211
"4749",4749,"POLAND",2012,"PLPKN0000018",5416,NA,NA,NA,13275665,"PZ",120101550,21956,52333841,24743734,1447300,34.27,2542445,54136946,2260122,NA,36.63,54.69,77.34,2724938,24.27,6.67,4652763,2392641,11.23,"PL","  26.5","High income","National",1010,101020,10,10102030,324110,324110
"4750",4750,"POLAND",2012,"PLTAURN00011",5439,18563200,NA,NA,18563200,"PZ",24741257,27816,31249542,24112737,617219,34.28,2302270,31582680,1623946,NA,5.42,20.83,67.53,3306725,24.83,13.32,3684690,1998194,67.08,"PL","  26.5","High income","National",5510,551010,55,55101010,2211,2211
"4751",4751,"POLAND",2012,"PLTLKPL00017",5448,17100,413000,NA,430100,"PZ",14147000,22700,23264000,13935000,6974000,40,2606000,45547000,2590000,NA,87.84,60.49,65.87,1864000,28.57,13.85,4343000,1082000,-3.3,"PL","  26.5","High income","National",5010,501010,50,50101020,517311,517110
"4752",4752,"POLAND",2012,"PLPGER000010",5395,NA,NA,NA,60717507,"PZ",30556814,41276,57886856,43116159,535459,4.7,4518973,63547261,2848612,NA,13.73,17.61,56.23,6988134,4.46,26.68,7714005,4793954,7.26,"PL","  26.5","High income","National",5510,551010,55,55101010,2211,2211
"4753",4753,"POLAND",2012,"PLENEA000013",5336,NA,NA,NA,10354178.9,"PZ",10096032,10127,14535381,10529746,201357,0.76,1170738,16138419,749737,NA,36.39,16.65,68.15,1244801,0.75,11.91,1528616,778879,6.08,"PL","  26.5","High income","National",5510,551010,55,55101010,2211,2211
"4754",4754,"POLAND",2011,"PLTLKPL00017",5447,18100,365000,1842,383100,"PZ",14922000,24119,27320000,14912000,6971000,34.45,2713000,45334000,3033000,10000,87.11,64.29,68.15,5169000,25.62,14.98,4513000,810000,-4.99,"PL","  25.4","High income","National",5010,501010,50,50101020,517311,517110
"4755",4755,"POLAND",2011,"PLPGNIG00014",5404,621148,NA,NA,621148,"PZ",23003534,33071,37000574,28427026,275437,22.11,3669900,39545839,1521281,-23967,45.59,40.17,49.38,2361659,18.11,8.08,3000705,1427284,-72.52,"PL","  25.4","High income","National",1010,101020,10,10102010,221210,221210
"4756",4756,"POLAND",2012,"PLPGNIG00014",5405,NA,NA,NA,387789,"PZ",28730000,32326,46793000,33784000,1146000,37.48,4297872,46756000,2069000,NA,33.12,39.32,38.62,2242000,27.26,14.35,4918000,2849000,23.55,"PL","  26.5","High income","National",1010,101020,10,10102010,221210,221210
"4757",4757,"POLAND",2011,"PLBH00000012",5294,1495.43,16660.6,NA,18156.03,"PZ",3081297,5646,41942877,457929,1277918,93.67,37829,NA,44586,NA,13.58,25.03,60.5,379411,48.37,NA,999422,939406,NA,"PL","  25.4","High income","National",NA,NA,NA,NA,NA,NA
"4758",4758,"POLAND",2011,"PLLOTOS00025",5378,2045000,365000,NA,2410000,"PZ",29259586,5070,20023092,10523550,522268,99.33,1009937,13416938,555682,-13655,31.07,48.91,47.07,768933,49.83,9.18,1845008,1236400,14.19,"PL","  25.4","High income","National",1010,101020,10,10102030,324110,324110
"4759",4759,"POLAND",2010,"PLPGER000010",5393,NA,NA,NA,56511346,"PZ",20476465,45715,51187318,41442181,202629,7.36,4022231,55968305,2655210,28552,9.4,29.66,56.45,6584873,6.73,30.96,6736881,4093222,27.76,"PL","  25.5","High income","National",5510,551010,55,55101010,2211,2211
"4760",4760,"POLAND",2014,"PLPKN0000018",5418,NA,NA,NA,13089877,"PZ",106832000,20000,46340000,22644000,792000,57.39,2400000,61361000,1913000,NA,39.74,57.09,41.17,2944000,34.57,5.45,2105000,114000,13.84,"PL","  25.3","High income","National",1010,101020,10,10102030,324110,324110
"4761",4761,"POLAND",2014,"PLKGHM000017",5367,1532446,2225964,NA,3758410,"PZ",20492000,34097,39839000,17621000,2918000,19.01,3189000,30178000,1570000,NA,34.49,69.28,50.43,4748000,15.85,23.14,4848000,3213000,16.35,"PL","  25.3","High income","National",1510,151040,15,15104025,212230,212234
"4762",4762,"POLAND",2014,"PLZATRM00012",5460,NA,NA,NA,1302484,"PZ",9898476,13980,9861391,5966287,523015,17.62,680878,8609741,458042,57824,34.23,24.53,63.16,791466,13.53,16.84,842786,322611,10.96,"PL","  25.3","High income","National",1510,151010,15,15101030,3253,325
"4763",4763,"POLAND",2015,"PLTAURN00011",5440,14059100,NA,NA,NA,"PZ",18375224,24277,32017249,25393657,1274824,50.81,3464578,40873203,1832780,NA,7.03,11.85,70.43,3111153,33.65,15.01,3591178,1758488,-5.26,"PL","  26.2","High income","National",5510,551010,55,55101010,2211,2211
"4764",4764,"POLAND",2015,"PLBIG0000016",5303,NA,NA,NA,32636,"PZ",3268880,5911,65997644,156341,61858,49.85,52611,NA,37570,NA,62.3,84.21,19.91,1901411,33.26,NA,757332,706897,NA,"PL","  26.2","High income","National",NA,NA,NA,NA,NA,NA
"4765",4765,"POLAND",2015,"PLLOTOS00025",5382,2000156,567782,NA,2567938,"PZ",22709442,4850,18244854,10568422,664419,90.76,1002131,16934137,674212,NA,58.1,64.68,22.02,1332897,47.58,10.39,1248801,534233,17.51,"PL","  26.2","High income","National",1010,101020,10,10102030,324110,324110
"4766",4766,"POLAND",2015,"PLTLKPL00017",5451,13300,491700,NA,505000,"PZ",11840000,17703,20661000,11025000,6950000,35.47,2153000,44792000,2198000,NA,67.04,43.8,68.75,2537000,26.18,8.76,3243000,372000,-4.15,"PL","  26.2","High income","National",5010,501010,50,50101020,517311,517110
"4767",4767,"POLAND",2012,"PLBIG0000016",5300,NA,NA,NA,43879,"PZ",4056906,6001,52577293,184642,43694,86.65,35709,NA,45857,NA,56.52,82.47,52.89,-1077477,46.42,NA,638566,583178,NA,"PL","  26.5","High income","National",NA,NA,NA,NA,NA,NA
"4768",4768,"POLAND",2012,"PLLOTOS00025",5379,1979000,4e+05,NA,2379000,"PZ",33111000,5015,18935065,9685850,591156,72.36,677995,14095423,604120,NA,67.8,55.23,39.89,1151831,41.98,8.12,1916526,1249936,11.15,"PL","  26.5","High income","National",1010,101020,10,10102030,324110,324110
"4769",4769,"POLAND",2011,"PLENEA000013",5335,NA,NA,NA,10882600,"PZ",9688949,10253,13699894,9146367,267176,1.18,852170,14116768,711591,NA,8.67,10.18,63.5,1412619,1.17,10.1,1358361,646770,4.59,"PL","  25.4","High income","National",5510,551010,55,55101010,2211,2211
"4770",4770,"POLAND",2015,"PLKGHM000017",5368,1678455,2211436,NA,3889891,"PZ",20008000,33598,36207000,16926000,3371000,34.71,3434000,34057000,1943000,NA,43.36,77.74,62.83,3931000,25.58,21.17,4751000,2736000,168.13,"PL","  26.2","High income","National",1510,151040,15,15104025,212230,212234
"4771",4771,"POLAND",2015,"PLPGNIG00014",5408,NA,NA,NA,6234939,"PZ",36464000,25705,48250000,32967000,1138000,20.76,3781000,53050000,2593000,NA,16.33,42.3,36.6,7047000,17.19,13.63,6878000,4088000,5.57,"PL","  26.2","High income","National",1010,101020,10,10102010,221210,221210
"4772",4772,"POLAND",2015,"PLBZ00000044",5322,3622.42,30236.79,7312.96,33859.21,"PZ",8846167,14218,138456892,830493,2154203,57.61,307794,NA,119760,NA,56.96,54.7,72.31,3839847,35.2,NA,2922920,2672589,NA,"PL","  26.2","High income","National",NA,NA,NA,NA,NA,NA
"4773",4773,"POLAND",2015,"PLPKN0000018",5419,NA,NA,NA,7118744,"PZ",88336000,20000,47772000,24536000,1397000,42.05,3700000,68513000,1895000,NA,69.16,69.59,66.2,5288000,27.78,11.94,6734000,4836000,12.43,"PL","  26.2","High income","National",1010,101020,10,10102030,324110,324110
"4774",4774,"POLAND",2016,"PLPGER000010",5399,NA,NA,NA,55936800,"PZ",28092000,38471,67206000,51365000,653000,23.46,8606000,91880000,3864000,NA,32.99,42.18,53.51,6195000,18.81,19.98,7073000,4095000,4.93,"PL","  28.1","High income","National",5510,551010,55,55101010,2211,2211
"4775",4775,"POLAND",2016,"PLTAURN00011",5441,14933400,NA,NA,NA,"PZ",17646489,25542,33406512,26481449,1264583,53.93,3877348,44126605,1594975,NA,9.64,17.05,66.71,2838827,35,15.23,3258887,1590161,-35.28,"PL","  28.1","High income","National",5510,551010,55,55101010,2211,2211
"4776",4776,"POLAND",2016,"PLBIG0000016",5304,NA,NA,NA,36151,"PZ",3488901,5844,68519020,164070,62315,46.71,57439,NA,39975,NA,67.64,85.79,35.13,-266412,31.84,NA,1188984,1134130,NA,"PL","  28.1","High income","National",NA,NA,NA,NA,NA,NA
"4777",4777,"POLAND",2016,"PLLOTOS00025",5383,2030649,546675.3,NA,2577324.3,"PZ",20931090,4936,18730275,10651678,651836,64.54,758582,14822184,1067894,NA,58.56,60.48,26.73,2463568,39.22,17.19,3057058,1989131,12.15,"PL","  28.1","High income","National",1010,101020,10,10102030,324110,324110
"4778",4778,"POLAND",2016,"PLTLKPL00017",5452,12300,462700,NA,475000,"PZ",11538000,16424,21659000,10678000,7869000,71.89,1998000,44448000,1817000,NA,76.73,55.15,52.01,2549000,41.82,6.87,2883000,158000,-6.67,"PL","  28.1","High income","National",5010,501010,50,50101020,517311,517110
"4779",4779,"POLAND",2016,"PLKGHM000017",5369,1507784,1918068,NA,3425852,"PZ",19156000,33370,32931000,17808000,2682000,51.34,3939000,37037000,1698000,NA,45.13,75.2,64.74,4068000,33.73,21.7,4264000,2546000,51.22,"PL","  28.1","High income","National",1510,151040,15,15104025,212230,212234
"4780",4780,"POLAND",2015,"PLENERG00022",5344,2380979,NA,NA,2380979,"PZ",10804000,8500,18196000,12912000,538000,67.21,1469113,19173000,825000,NA,39.01,71.7,37.21,1384000,40.07,18.89,2266000,1350000,4.61,"PL","  26.2","High income","National",5510,551010,55,55101010,22111,221119
"4781",4781,"POLAND",2015,"PLPGER000010",5398,NA,NA,NA,58288300,"PZ",28542000,38877,60983000,47068000,904000,13.41,6376000,84926000,11817000,NA,21.6,23.17,44.14,6602000,11.69,26.05,8169000,5223000,6.92,"PL","  26.2","High income","National",5510,551010,55,55101010,2211,2211
"4782",4782,"POLAND",2015,"PLZATRM00012",5461,NA,NA,NA,1235534,"PZ",10024405,13968,10714400,6429767,545348,18.74,676398,9556341,443944,30803,34.25,29.25,57.91,1609779,14.33,22.59,1357770,872960,5.91,"PL","  26.2","High income","National",1510,151010,15,15101030,3253,325
"4783",4783,"POLAND",2012,"PLBH00000012",5295,184,17124,NA,17308,"PZ",3328783,4892,43289977,409916,1271668,73.27,55917,NA,46057,NA,24.42,44.14,60.83,1088880,42.29,NA,1323348,1258665,NA,"PL","  26.5","High income","National",NA,NA,NA,NA,NA,NA
"4784",4784,"POLAND",2012,"PLKGHM000017",5365,NA,NA,NA,3725647,"PZ",26705000,34045,32979000,14116000,2259000,13.31,1929292,23589000,1367000,NA,50.17,66.74,30.34,5440000,11.63,32.47,8462000,7009000,5.27,"PL","  26.5","High income","National",1510,151040,15,15104025,212230,212234
"4785",4785,"POLAND",2013,"PLLOTOS00025",5380,1689000,373000,NA,2062000,"PZ",28597342,4983,19319333,10048374,732910,67.59,757925,14632610,587609,NA,60.51,48.58,48.51,1267803,40.33,5.57,783952,127887,10.06,"PL","  26.5","High income","National",1010,101020,10,10102030,324110,324110
"4786",4786,"POLAND",2013,"PLPGER000010",5396,NA,NA,NA,61292200,"PZ",30144855,41195,60449268,45626300,717827,5.81,4399349,68758810,2957313,NA,24.89,26.88,44.11,7898196,5.46,22.29,7392945,4428517,5.77,"PL","  26.5","High income","National",5510,551010,55,55101010,2211,2211
"4787",4787,"POLAND",2013,"PLZATRM00012",5459,NA,NA,NA,1329069,"PZ",9821023,13879,9858909,5791013,527716,22.85,397294,7986070,414979,78815,25.47,18.05,51.9,978910,16.85,14.1,726950,176784,9.37,"PL","  26.5","High income","National",1510,151010,15,15101030,3253,325
"4788",4788,"POLAND",2013,"PLKGHM000017",5366,1475580,2397920,NA,3873510,"PZ",24110000,34452,34014000,15128000,2175000,12.91,2495000,25829000,1523000,NA,44.42,76.9,44.52,4817000,11.33,24.92,5886000,4306000,7.33,"PL","  26.5","High income","National",1510,151040,15,15104025,212230,212234
"4789",4789,"POLAND",2013,"PLBIG0000016",5301,NA,NA,NA,43346,"PZ",3618848,5881,56831259,163158,41006,70.55,27066,NA,43298,NA,58.67,83.51,42.56,911679,41.37,NA,728259,673927,NA,"PL","  26.5","High income","National",NA,NA,NA,NA,NA,NA
"4790",4790,"POLAND",2013,"PLTLKPL00017",5449,14000,413000,NA,427000,"PZ",12923000,21214,21879000,12768000,7021000,36.26,2333000,45361000,3107000,NA,86.82,62.76,47.68,3285000,26.61,-32.44,9413000,623000,-2.46,"PL","  26.5","High income","National",5010,501010,50,50101020,517311,517110
"4791",4791,"POLAND",2013,"PLENEA000013",5337,NA,NA,NA,10558400,"PZ",9150520,10006,16140621,11811566,275011,7.39,1789159,18072530,761759,NA,37.07,17.06,62.62,1698007,6.87,18.54,1556732,790579,5.46,"PL","  26.5","High income","National",5510,551010,55,55101010,2211,2211
"4792",4792,"POLAND",2013,"PLPGNIG00014",5406,NA,NA,NA,281788,"PZ",32120000,31217,46151000,33033000,1164000,26.93,3788000,48092000,2463000,NA,28.74,41.39,31.67,7609000,21.21,14.6,5717000,3254000,10.47,"PL","  26.5","High income","National",1010,101020,10,10102010,221210,221210
"4793",4793,"POLAND",2016,"PLENERG00022",5345,2675020,NA,NA,2675020,"PZ",10181000,8741,18335000,13053000,409000,70.06,1602000,20534000,861000,NA,35.75,70.01,61.04,1578000,41.09,17.38,1989000,1032000,5.92,"PL","  28.1","High income","National",5510,551010,55,55101010,22111,221119
"4794",4794,"POLAND",2016,"PLBZ00000044",5323,3890,27180,8620,31070,"PZ",9355756,14772,148565394,878298,2175278,53.13,350121,NA,133313,NA,83.56,57.71,84.08,3612302,33.29,NA,3735271,3458051,NA,"PL","  28.1","High income","National",NA,NA,NA,NA,NA,NA
"4795",4795,"POLAND",2016,"PLPKN0000018",5420,NA,NA,NA,12956788,"PZ",79553000,19730,55392000,27671000,1484000,32.15,3079000,73061000,2110000,NA,49.44,64.9,59.25,9425000,22.71,14.24,7619000,5503000,9.23,"PL","  28.1","High income","National",1010,101020,10,10102030,324110,324110
"4796",4796,"POLAND",2017,"PLLOTOS00025",5384,1824110,543032,NA,2367140,"PZ",24185600,4897,20755800,11165700,468000,41.32,1243660,15836000,827800,NA,50.87,59.54,24.53,2938300,29.24,16.1,3150300,2306000,9.62,"PL","  29.7","High income","National",1010,101020,10,10102030,324110,324110
"4797",4797,"POLAND",2017,"PLEURCH00011",5351,35715,NA,NA,NA,"PZ",23271078,17478,5953605,678990,1748423,59.21,136103,1284108,127704,NA,31.98,27.43,73.4,455674,35.71,10.49,175226,-8091,-16.61,"PL","  29.7","High income","National",3010,301010,30,30101030,445110,445110
"4798",4798,"POLAND",2017,"PLPGNIG00014",5410,NA,NA,NA,6886058,"PZ",35857000,24700,48062000,32452000,1115000,8.94,2968000,58117000,2451000,NA,26.75,45.96,40.49,4816000,8.04,19.39,7398000,4729000,8.4,"PL","  29.7","High income","National",1010,101020,10,10102010,221210,221210
"4799",4799,"POLAND",2017,"PLTAURN00011",5442,16574600,NA,NA,NA,"PZ",17416029,24835,35745055,28383016,1294233,54.63,3590348,47405234,1610444,NA,8.16,15.68,55.87,3398753,35.29,16.38,3459505,1766037,-71.58,"PL","  29.7","High income","National",5510,551010,55,55101010,2211,2211
"4800",4800,"POLAND",2017,"PLBZ00000044",5324,3570,28550,6790,32120,"PZ",9445669,14383,151260217,930717,2202383,60.3,353983,NA,151396,NA,90.67,55.63,85.35,61795,36.1,NA,3987525,3668592,NA,"PL","  29.7","High income","National",NA,NA,NA,NA,NA,NA
"4801",4801,"POLAND",2018,"PLKRK0000010",5374,1904.72,3586.89,NA,5491.61,"PZ",1168140,3184,4482177,26354,95887,144.31,24641,63126,11206,NA,26.69,2.67,65.19,-497926,59.06,97.29,408304,388381,NA,"PL","  30.4","High income","National",4020,402020,40,40202010,561440,541219
"4802",4802,"POLAND",2018,"PLPKN0000018",5422,NA,NA,NA,14978700,"PZ",109706000,21282,64071000,31390000,1438000,28.05,4039000,78200000,2584000,NA,46.94,64.59,74.37,4945000,21.9,11.34,8447000,5774000,8.24,"PL","  30.4","High income","National",1010,101020,10,10102030,324110,324110
"4803",4803,"POLAND",2018,"PLBRE0000012",5309,4390.86,11943.6,NA,16334.5,"PZ",6207410,6524,144791043,785026,776175,326.76,461337,NA,166078,NA,64.05,75.3,82.69,598682,76.57,NA,1737689,1438363,NA,"PL","  30.4","High income","National",NA,NA,NA,NA,NA,NA
"4804",4804,"POLAND",2018,"PLENERG00022",5347,2666090,1235240,NA,3901330,"PZ",10337000,9686,21286000,14335000,322000,69.78,1280000,22944000,967000,NA,35.91,37.22,53.51,1547000,40.96,16.74,1866000,9e+05,3.96,"PL","  30.4","High income","National",5510,551010,55,55101010,22111,221119
"4805",4805,"POLAND",2018,"PLJSW0000015",5360,7170000,1050000,NA,8220000,"PZ",9809500,28268,13093100,7303000,130800,3.26,734900,17521500,766000,134900,60.71,60.95,73.77,2809900,3.02,28.76,1482000,716600,-59.96,"PL","  30.4","High income","National",1510,151040,15,15104050,2121,2121
"4806",4806,"POLAND",2018,"PLPKPCR00011",5427,62471.7,562245,NA,624717,"PZ",5183000,23643,6670700,4946900,34700,40.96,511090,8058200,542000,NA,45.65,29.45,24.88,834000,29.06,43.82,875100,316300,19.53,"PL","  30.4","High income","National",2030,203040,20,20304010,4821,4821
"4807",4807,"POLAND",2018,"PLPGER000010",5401,NA,NA,NA,58916200,"PZ",25946000,41442,75353000,62274000,1046000,22.92,6071000,108898000,3893000,NA,40.44,38.16,55.98,4786000,18.17,20,6425000,2846000,-7.41,"PL","  30.4","High income","National",5510,551010,55,55101010,2211,2211
"4808",4808,"POLAND",2018,"PLBRSZW00011",5312,NA,NA,NA,136571,"PZ",6099564,10000,4175159,1474215,70131,105.8,192829,2921852,131462,NA,22.68,30.44,18.06,175619,41.75,10.57,325937,177029,13.62,"PL","  30.4","High income","National",1510,151040,15,15104020,325,325
"4809",4809,"POLAND",2018,"PLPZU0000011",5430,31400,122107,24936,153507,"PZ",37689000,41472,324693000,3184000,7051000,125.02,578000,NA,NA,NA,70.57,49.1,93.66,1844000,33.38,NA,9919000,8816000,NA,"PL","  30.4","High income","National",NA,NA,NA,NA,NA,NA
"4810",4810,"POLAND",2018,"PLFAMUR00012",5355,NA,NA,NA,6824.98,"PZ",2229144,5164,2785187,600959,272202,28.83,147760,1486281,191223,NA,48.66,23.86,41.22,201702,22.78,23.51,465867,273770,2.17,"PL","  30.4","High income","National",2010,201060,20,20106010,333131,333313
"4811",4811,"POLAND",2018,"PLCCC0000016",5328,8218.4,NA,NA,NA,"PZ",4725800,14124,6661200,3014400,464200,286.61,244700,3513500,124900,NA,82.21,64,47.51,935100,71.83,38.89,852100,249700,21.04,"PL","  30.4","High income","National",2520,252030,25,25203020,3162,3162
